paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
ISPA-2024-P1060,ISPA,ISPA,2024,complete,Graph Anomaly Detection via Cross-Layer Integration,Zheyuan Zhang|Song Wang|Jingguo Ge|Yiming Xu|Yulei Wu|Jifei Wen,Regular Full Paper,Regular Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Graph+Anomaly+Detection+via+Cross-Layer+Integration,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571064464
ISPA-2024-P1061,ISPA,ISPA,2024,complete,Hand Gesture Classification Using Nearest Centroid With Soft-DTW Loss on sEMG Signals,Lingfeng Zhang|Zunian Wan|Yepeng Ding|Junwei Yu|Takefumi Ogawa|Hiroyuki Sato,Regular Full Paper,Regular Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Hand+Gesture+Classification+Using+Nearest+Centroid+With+Soft-DTW+Loss+on+sEMG+Signals,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T02/T04/T08,ml_ai_models_for_systems_apps,ml|ai|application_model,ISPA-C08,ML/AI models for systems and applications,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571043705
ISPA-2024-P1062,ISPA,ISPA,2024,complete,Having Energy Depletion in Mind to Make Service Fairness Practical,Tianwen Peng|Long Chen|Jiale Huang|Jigang Wu,Regular Full Paper,Regular Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Having+Energy+Depletion+in+Mind+to+Make+Service+Fairness+Practical,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571045468
ISPA-2024-P1063,ISPA,ISPA,2024,complete,HEGD-FL: A Privacy-Preserving Decentralized Federated Learning Framework Based on Homomorphic Encryption,Pengyu Yao|Di Zhang|Min Guo|Xun Shao,Regular Full Paper,Regular Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=HEGD-FL:+A+Privacy-Preserving+Decentralized+Federated+Learning+Framework+Based+on+Homomorphic+Encryption,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T11/T12,federated_privacy_security_blockchain,security|privacy|federated|blockchain,ISPA-C07,"Security, privacy, federated learning, and blockchain",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571045971
ISPA-2024-P1064,ISPA,ISPA,2024,complete,Heterogeneity Modeling With Flexibility-Based Graph Neural Networks,Jisheng Qin|Tao Tao|Haibo Chen|Zijie Liu|Shenghui Zhao,Regular Full Paper,Regular Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Heterogeneity+Modeling+With+Flexibility-Based+Graph+Neural+Networks,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571031649
ISPA-2024-P1065,ISPA,ISPA,2024,complete,Heterogeneous Performs Better: High Throughput Implementations of Falcon in Multi-Client Scenarios,Quan Yang|Yiwen Gao|Yuejun Liu|Jiabei Wang|Yongbin Zhou,Regular Full Paper,Regular Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Heterogeneous+Performs+Better:+High+Throughput+Implementations+of+Falcon+in+Multi-Client+Scenarios,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571045661
ISPA-2024-P1066,ISPA,ISPA,2024,complete,Hierarchical Access Control for Bilateral Security in Medical Privacy Data Retrieval,Jianshe Wang|Guangping Xu|Yanyan Wen|Wei Hao,Full Paper,Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Hierarchical+Access+Control+for+Bilateral+Security+in+Medical+Privacy+Data+Retrieval,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T11/T12,federated_privacy_security_blockchain,security|privacy|federated|blockchain,ISPA-C07,"Security, privacy, federated learning, and blockchain",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571045736
ISPA-2024-P1067,ISPA,ISPA,2024,complete,High-Precision Encrypted Image Retrieval Scheme Using Dual-Stream Convolution Feature Fusion in Cloud Computing,Mingyue Li|Liudong Zheng|Jiahui Liu|Ruizhong Du|Chunfu Jia,Full Paper,Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=High-Precision+Encrypted+Image+Retrieval+Scheme+Using+Dual-Stream+Convolution+Feature+Fusion+in+Cloud+Computing,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571043491
ISPA-2024-P1068,ISPA,ISPA,2024,complete,HLIHP: An Efficient Hierarchical Learned Index With High-Precision Correction,Kunting Huang|Xujian Zhao|Peiquan Jin|Bo Li|Yin Long|Tao Liu,Full Paper,Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=HLIHP:+An+Efficient+Hierarchical+Learned+Index+With+High-Precision+Correction,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571053829
ISPA-2024-P1069,ISPA,ISPA,2024,complete,HSDP: Accelerating Large-Scale Model Training via Efficient Sharded Data Parallelism,Yanqi Hao|Zhiquan Lai|Wei Wang|Shengwei Li|Weijie Liu|Keshi Ge|Dongsheng Li,Regular Full Paper,Regular Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=HSDP:+Accelerating+Large-Scale+Model+Training+via+Efficient+Sharded+Data+Parallelism,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T07/T11,parallel_hpc_application_optimization,parallel|hpc|application_optimization,ISPA-C02,Parallel/HPC application optimization,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571053986
ISPA-2024-P1070,ISPA,ISPA,2024,complete,HTKT: Knowledge Tracing Based on Hypergraph Transformer,Xiaojin Guo|Xilong Chang|Xiankun Zhang|Kun Liang|Yuhu Shang,Full Paper,Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=HTKT:+Knowledge+Tracing+Based+on+Hypergraph+Transformer,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571047050
ISPA-2024-P1071,ISPA,ISPA,2024,complete,Hybrid Deadlock Recovery Algorithm for Irregular NoC in Multi-Chiplet Systems,Zhiqiang Chen|Yongwen Wang|Hongwei Zhou,Regular Full Paper,Regular Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Hybrid+Deadlock+Recovery+Algorithm+for+Irregular+NoC+in+Multi-Chiplet+Systems,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571044155
ISPA-2024-P1072,ISPA,ISPA,2024,complete,Hybrid Explainable Network Intrusion Detection Framework Based on Shapley Additive Explanations,Chen Sijin|Jing Liu|Cen Chen|Songyu Xie|Zhongyao Cheng,Full Paper,Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Hybrid+Explainable+Network+Intrusion+Detection+Framework+Based+on+Shapley+Additive+Explanations,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571052632
ISPA-2024-P1073,ISPA,ISPA,2024,complete,Hybrid Scheduling Executor and Chain-Aware Thread Mapping Strategy for ROS 2,Zhengda Wu|Haining Hu|Sining Yang|Bo Zhang,Regular Full Paper,Regular Full Paper,accepted_paper,10.1109/ispa63168.2024.00047,,,,,https://dblp.org/search?q=Hybrid+Scheduling+Executor+and+Chain-Aware+Thread+Mapping+Strategy+for+ROS+2,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,,Official accepted-list row; source paper id=1571051812
ISPA-2024-P1074,ISPA,ISPA,2024,complete,Image Stitching Tampering Detection in Social Networks,Jin Zhang|Rula Sa|Qi An|Qiao Mei Gao|Yi Zhao|Meiju Yu,Poster,Poster,accepted_paper,,,,,,https://dblp.org/search?q=Image+Stitching+Tampering+Detection+in+Social+Networks,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571053241
ISPA-2024-P1075,ISPA,ISPA,2024,complete,Implementation and Evaluation of Octuple-Precision Fast Fourier Transform on GPU,Shota Kawakami|Daisuke Takahashi,Regular Full Paper,Regular Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Implementation+and+Evaluation+of+Octuple-Precision+Fast+Fourier+Transform+on+GPU,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T02/T03/T05/T06/T07,accelerator_gpu_fpga_architecture,gpu|fpga|accelerator|architecture,ISPA-C05,"Accelerator, GPU, FPGA, and specialized architecture",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571051803
ISPA-2024-P1076,ISPA,ISPA,2024,complete,Implementation and Optimization of 8×8 Block Discrete Cosine Transform on MGPUSim,Shuang Yang|Yaobin Wang|Ling Li|Jiawei Qin|Guotang Bi,Regular Full Paper,Regular Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Implementation+and+Optimization+of+8×8+Block+Discrete+Cosine+Transform+on+MGPUSim,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T02/T03/T05/T06/T07,accelerator_gpu_fpga_architecture,gpu|fpga|accelerator|architecture,ISPA-C05,"Accelerator, GPU, FPGA, and specialized architecture",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571046270
ISPA-2024-P1077,ISPA,ISPA,2024,complete,Improved Bat Algorithms for Solving Flowtime Minimization Task Scheduling Problems in D2D-Enabled MEC,Linhua Ma|Qingran Yan|Yi Zhang,Regular Full Paper,Regular Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Improved+Bat+Algorithms+for+Solving+Flowtime+Minimization+Task+Scheduling+Problems+in+D2D-Enabled+MEC,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571053804
ISPA-2024-P1078,ISPA,ISPA,2024,complete,Improved Motor Imagery Classification Using Elastic Net-Based Feature Optimization and a Heterogeneous Ensemble Classifier,Shimiao Chen|Xiangzeng Kong|Junfeng Han|Cailin Wu|Tingting Zhang,Regular Full Paper,Regular Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Improved+Motor+Imagery+Classification+Using+Elastic+Net-Based+Feature+Optimization+and+a+Heterogeneous+Ensemble+Classifier,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T02/T04/T08,ml_ai_models_for_systems_apps,ml|ai|application_model,ISPA-C08,ML/AI models for systems and applications,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571053900
ISPA-2024-P1079,ISPA,ISPA,2024,complete,Improving Availability and Scalability for RDMA Load Balancing With In-Network Reordering,Jinbin Hu|Ruiqian Li|Shuying Rao|Jin Wang,Full Paper,Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Improving+Availability+and+Scalability+for+RDMA+Load+Balancing+With+In-Network+Reordering,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571052192
ISPA-2024-P1080,ISPA,ISPA,2024,complete,Improving INT Inference Resilience of CNNs by Vulnerability-Aware Mixed-Precision Quantization,Xiaohui Wei|Pei Liu|Chenyang Wang|Zeyu Guan|Qi Wu|Hengshan Yue,Full Paper,Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Improving+INT+Inference+Resilience+of+CNNs+by+Vulnerability-Aware+Mixed-Precision+Quantization,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T11/T12,federated_privacy_security_blockchain,security|privacy|federated|blockchain,ISPA-C07,"Security, privacy, federated learning, and blockchain",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571044972
ISPA-2024-P1081,ISPA,ISPA,2024,complete,Integrity Audit Scheme Based on Collaborative Cache in Industrial Internet of Things Environment,Ruizhong Du|Ziyuan Wang|Yiwei Wang|Jiawei Shen,Full Paper,Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Integrity+Audit+Scheme+Based+on+Collaborative+Cache+in+Industrial+Internet+of+Things+Environment,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571053843
ISPA-2024-P1082,ISPA,ISPA,2024,complete,INToSR: Building A Novel In-Band Network Telemetry Over SRv6,Yi Xie|Yeyu Zhu|Jiahao Feng|Xiaochou Chen|Xinxin Xiong|Shaojie Zheng,Full Paper,Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=INToSR:+Building+A+Novel+In-Band+Network+Telemetry+Over+SRv6,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571052375
ISPA-2024-P1083,ISPA,ISPA,2024,complete,InviINS: Invisible Instruction Backdoor Attacks on Peer-To-Peer Semantic Networks,Xiao Yang|Gaolei Li|Mianxiong Dong|Kaoru Ota|Jun Wu|Jianhua Li,Regular Full Paper,Regular Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=InviINS:+Invisible+Instruction+Backdoor+Attacks+on+Peer-To-Peer+Semantic+Networks,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571044521
ISPA-2024-P1084,ISPA,ISPA,2024,complete,Joint Entity and Relation Extraction Based on Prompt Learning and Multi-Channel Heterogeneous Graph Enhancement,Haiqing Lv|Xiaohui Han|Peipei Wang|Wenbo Zuo|Jing Guo|Lijuan Xu,Full Paper,Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Joint+Entity+and+Relation+Extraction+Based+on+Prompt+Learning+and+Multi-Channel+Heterogeneous+Graph+Enhancement,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T05/T09,graph_irregular_recommendation_gnn,graph|irregular|gnn|sparse,ISPA-C06,"Graph, irregular, recommendation, and GNN workloads",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571043149
ISPA-2024-P1085,ISPA,ISPA,2024,complete,"Joint Location Deployment, Offloading and Resource Allocation in Multi-UAV Collaborative Edge Computing Networks",Mingyang Xu|Xin Chen|Libo Jiao|Long Zhao|Xiaoya Fan,Full Paper,Full Paper,accepted_paper,,,,,,"https://dblp.org/search?q=Joint+Location+Deployment,+Offloading+and+Resource+Allocation+in+Multi-UAV+Collaborative+Edge+Computing+Networks",https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571053529
ISPA-2024-P1086,ISPA,ISPA,2024,complete,Knowledge Tracing Based on Semantic Enhancement of Exercise Relevance,Yueyang Huang|Kun Liang|Huitao Zhang|Xilong Chang|Chao Wang|Xiankun Zhang,Full Paper,Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Knowledge+Tracing+Based+on+Semantic+Enhancement+of+Exercise+Relevance,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571053218
ISPA-2024-P1087,ISPA,ISPA,2024,complete,KR-PBFT: A Secure and Efficient Consensus Mechanism for Web 3.0,Yi Zhao|Qi An|Meiju Yu|Rula Sa,Full Paper,Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=KR-PBFT:+A+Secure+and+Efficient+Consensus+Mechanism+for+Web+3.0,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571052152
ISPA-2024-P1088,ISPA,ISPA,2024,complete,Large-Scale Multi-Load AGVs Conflict-Free Scheduling Based on Intelligent e-Commerce Warehouse,Fanhao Meng|Meng Fanchao,Regular Full Paper,Regular Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=Large-Scale+Multi-Load+AGVs+Conflict-Free+Scheduling+Based+on+Intelligent+e-Commerce+Warehouse,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571044017
ISPA-2024-P1089,ISPA,ISPA,2024,complete,LB-UNet: Multi-Scale Fusion Lightweight Network With Boundary Enhancement for Water Segmentation,Ning Li|Libo Wang|Gaochao Yang|Baohua Yuan|Bo Li,Regular Full Paper,Regular Full Paper,accepted_paper,,,,,,https://dblp.org/search?q=LB-UNet:+Multi-Scale+Fusion+Lightweight+Network+With+Boundary+Enhancement+for+Water+Segmentation,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,https://www.proceedings.com/content/078/078985webtoc.pdf,,ISPA 2024 official accepted-paper list,https://www.ieee-ai-for-science.org/2024/ispa/ispa-2024-accepted.html,official_page,primary,verified,high,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,Official accepted-list row; source paper id=1571052367
